area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Total,County,4011,Greenlee County,"Greenlee, AZ",5474,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6218,0.4366
Total,County,4012,La Paz County,"La Paz, AZ",15535,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.0301,0.0042
Total,County,4012,La Paz County,"La Paz, AZ",15535,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.0061,0.0042
Total,County,4013,Maricopa County,"Maricopa, AZ",2030787,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9291,0.6982
Total,County,4013,Maricopa County,"Maricopa, AZ",2030787,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.5122,0.2898
Total,County,4015,Mohave County,"Mohave, AZ",139684,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8327,0.5687
Total,County,4015,Mohave County,"Mohave, AZ",139684,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5912,0.5637
Total,County,4017,Navajo County,"Navajo, AZ",63637,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5600,0.0006
Total,County,4017,Navajo County,"Navajo, AZ",63637,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5600,0.0010
Total,County,4019,Pima County,"Pima, AZ",533879,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9772,0.4207
Total,County,4019,Pima County,"Pima, AZ",533879,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9478,0.2539
Total,County,4021,Pinal County,"Pinal, AZ",212540,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8881,0.5688
Total,County,4021,Pinal County,"Pinal, AZ",212540,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7855,0.4446
Total,County,4023,Santa Cruz County,"Santa Cruz, AZ",22133,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7281,0.0296
Total,County,4023,Santa Cruz County,"Santa Cruz, AZ",22133,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7283,0.0342
Total,County,4025,Yavapai County,"Yavapai, AZ",143440,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7346,0.5433
Total,County,4025,Yavapai County,"Yavapai, AZ",143440,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7306,0.5371
Total,County,4027,Yuma County,"Yuma, AZ",109295,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9719,0.7203
Total,County,4027,Yuma County,"Yuma, AZ",109295,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7428,0.7189
Total,County,5001,Arkansas County,"Arkansas, AR",10614,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8120,0.8119
Total,County,5001,Arkansas County,"Arkansas, AR",10614,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6830,0.6825
Total,County,5003,Ashley County,"Ashley, AR",11921,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7346,0.7346
Total,County,5003,Ashley County,"Ashley, AR",11921,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7505,0.7505
Total,County,5005,Baxter County,"Baxter, AR",26428,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9824,0.8588
Total,County,5005,Baxter County,"Baxter, AR",26428,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8954,0.8877
Total,County,5007,Benton County,"Benton, AR",136985,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7964,0.4629
Total,County,5007,Benton County,"Benton, AR",136985,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5139,0.4399
Total,County,5009,Boone County,"Boone, AR",20075,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5803,0.3109
Total,County,5009,Boone County,"Boone, AR",20075,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3600,0.3252
Total,County,5011,Bradley County,"Bradley, AR",6555,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9234,0.3873
Total,County,5011,Bradley County,"Bradley, AR",6555,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9291,0.6108
Total,County,5013,Calhoun County,"Calhoun, AR",3348,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8877,0.8877
Total,County,5013,Calhoun County,"Calhoun, AR",3348,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8928,0.8928
Total,County,5015,Carroll County,"Carroll, AR",17392,R,Any Technology,1.0000,1.0000,1.0000,0.9997,0.4943,0.2045
Total,County,5015,Carroll County,"Carroll, AR",17392,B,Any Technology,1.0000,1.0000,1.0000,0.9997,0.2961,0.2080
Total,County,5017,Chicot County,"Chicot, AR",6493,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.1730,0.1730
Total,County,5017,Chicot County,"Chicot, AR",6493,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.1730,0.1730
Total,County,5019,Clark County,"Clark, AR",12565,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9312,0.6896
Total,County,5019,Clark County,"Clark, AR",12565,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8403,0.8159
Total,County,5021,Clay County,"Clay, AR",9271,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9158,0.8528
Total,County,5021,Clay County,"Clay, AR",9271,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6332,0.5113
Total,County,5023,Cleburne County,"Cleburne, AR",19093,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8024,0.5558
Total,County,5023,Cleburne County,"Cleburne, AR",19093,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.2553,0.1834
Total,County,5025,Cleveland County,"Cleveland, AR",4957,R,Any Technology,1.0000,1.0000,1.0000,0.9996,0.2399,0.2399
Total,County,5025,Cleveland County,"Cleveland, AR",4957,B,Any Technology,1.0000,1.0000,1.0000,0.9996,0.4299,0.4299
Total,County,5027,Columbia County,"Columbia, AR",13069,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7785,0.2873
Total,County,5027,Columbia County,"Columbia, AR",13069,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5635,0.5067
Total,County,5029,Conway County,"Conway, AR",11970,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.5799,0.3417
Total,County,5029,Conway County,"Conway, AR",11970,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.3821,0.3441
Total,County,5031,Craighead County,"Craighead, AR",55803,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9302,0.6881
Total,County,5031,Craighead County,"Craighead, AR",55803,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8289,0.7267
Total,County,5033,Crawford County,"Crawford, AR",29877,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9005,0.6320
Total,County,5033,Crawford County,"Crawford, AR",29877,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.2660,0.2336
Total,County,5035,Crittenden County,"Crittenden, AR",24463,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9864,0.9585
Total,County,5035,Crittenden County,"Crittenden, AR",24463,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9864,0.9585
Total,County,5037,Cross County,"Cross, AR",9377,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9772,0.9410
Total,County,5037,Cross County,"Cross, AR",9377,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9625,0.9235
Total,County,5039,Dallas County,"Dallas, AR",4613,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5764,0.5764
Total,County,5039,Dallas County,"Dallas, AR",4613,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5764,0.5764
Total,County,5041,Desha County,"Desha, AR",6985,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3286,0.2613
Total,County,5041,Desha County,"Desha, AR",6985,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3286,0.2613
Total,County,5043,Drew County,"Drew, AR",10088,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6144,0.6144
Total,County,5043,Drew County,"Drew, AR",10088,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6468,0.6468
Total,County,5045,Faulkner County,"Faulkner, AR",60268,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7919,0.7568
Total,County,5045,Faulkner County,"Faulkner, AR",60268,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6233,0.6208
Total,County,5047,Franklin County,"Franklin, AR",9891,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8252,0.8252
Total,County,5047,Franklin County,"Franklin, AR",9891,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.3642,0.3642
Total,County,5049,Fulton County,"Fulton, AR",7887,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9826,0.9067
Total,County,5049,Fulton County,"Fulton, AR",7887,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9826,0.9067
Total,County,5051,Garland County,"Garland, AR",60265,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9242,0.2830
Total,County,5051,Garland County,"Garland, AR",60265,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8462,0.3804
Total,County,5053,Grant County,"Grant, AR",9494,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8808,0.8808
Total,County,5053,Grant County,"Grant, AR",9494,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8615,0.8615
Total,County,5055,Greene County,"Greene, AR",22221,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9973,0.9973
Total,County,5055,Greene County,"Greene, AR",22221,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9891,0.9891
Total,County,5057,Hempstead County,"Hempstead, AR",12059,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8545,0.8520
Total,County,5057,Hempstead County,"Hempstead, AR",12059,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8550,0.8525
Total,County,5059,Hot Spring County,"Hot Spring, AR",16686,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9014,0.5807
Total,County,5059,Hot Spring County,"Hot Spring, AR",16686,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6728,0.6132
Total,County,5061,Howard County,"Howard, AR",7414,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6712,0.6712
Total,County,5061,Howard County,"Howard, AR",7414,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6712,0.6712
Total,County,5063,Independence County,"Independence, AR",20210,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7168,0.3696
Total,County,5063,Independence County,"Independence, AR",20210,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3767,0.3305
Total,County,5065,Izard County,"Izard, AR",9107,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8534,0.7595
Total,County,5065,Izard County,"Izard, AR",9107,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8532,0.7593
Total,County,5067,Jackson County,"Jackson, AR",8777,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9932,0.9928
Total,County,5067,Jackson County,"Jackson, AR",8777,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9784,0.9779
Total,County,5069,Jefferson County,"Jefferson, AR",36418,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8819,0.3446
Total,County,5069,Jefferson County,"Jefferson, AR",36418,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8938,0.5636
Total,County,5071,Johnson County,"Johnson, AR",13783,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8404,0.7990
Total,County,5071,Johnson County,"Johnson, AR",13783,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4636,0.4540
Total,County,5073,Lafayette County,"Lafayette, AR",5106,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7908,0.7906
Total,County,5073,Lafayette County,"Lafayette, AR",5106,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7918,0.7916
Total,County,5075,Lawrence County,"Lawrence, AR",9415,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9469,0.8577
Total,County,5075,Lawrence County,"Lawrence, AR",9415,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8940,0.8686
Total,County,5077,Lee County,"Lee, AR",4904,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6385,0.1099
Total,County,5077,Lee County,"Lee, AR",4904,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6385,0.1099
Total,County,5079,Lincoln County,"Lincoln, AR",5699,R,Any Technology,1.0000,1.0000,1.0000,0.9998,0.4857,0.4857
Total,County,5079,Lincoln County,"Lincoln, AR",5699,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.5340,0.5340
Total,County,5081,Little River County,"Little River, AR",7866,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7810,0.4161
Total,County,5081,Little River County,"Little River, AR",7866,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7810,0.4161
Total,County,5083,Logan County,"Logan, AR",12299,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8125,0.7732
Total,County,5083,Logan County,"Logan, AR",12299,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.4428,0.3735
Total,County,5085,Lonoke County,"Lonoke, AR",35218,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9653,0.9649
Total,County,5085,Lonoke County,"Lonoke, AR",35218,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7230,0.6799
Total,County,5087,Madison County,"Madison, AR",10105,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9193,0.9193
Total,County,5087,Madison County,"Madison, AR",10105,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9188,0.9188
Total,County,5089,Marion County,"Marion, AR",10842,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.5011,0.4855
Total,County,5089,Marion County,"Marion, AR",10842,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.4863,0.4855
Total,County,5091,Miller County,"Miller, AR",22496,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9838,0.7384
Total,County,5091,Miller County,"Miller, AR",22496,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9838,0.8355
Total,County,5093,Mississippi County,"Mississippi, AR",23633,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9257,0.3728
Total,County,5093,Mississippi County,"Mississippi, AR",23633,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9278,0.4039
Total,County,5095,Monroe County,"Monroe, AR",4999,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6863,0.6857
Total,County,5095,Monroe County,"Monroe, AR",4999,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6779,0.6773
Total,County,5097,Montgomery County,"Montgomery, AR",6824,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.1949,0.1949
Total,County,5097,Montgomery County,"Montgomery, AR",6824,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.1949,0.1949
Total,County,5099,Nevada County,"Nevada, AR",5485,R,Any Technology,1.0000,1.0000,1.0000,0.9998,0.6859,0.6252
Total,County,5099,Nevada County,"Nevada, AR",5485,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.7025,0.6418
Total,County,5101,Newton County,"Newton, AR",5881,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.0354,0.0338
Total,County,5101,Newton County,"Newton, AR",5881,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.0216,0.0190
Total,County,5103,Ouachita County,"Ouachita, AR",14047,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8304,0.5217
Total,County,5103,Ouachita County,"Ouachita, AR",14047,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8347,0.5430
Total,County,5105,Perry County,"Perry, AR",5882,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9315,0.9315
Total,County,5105,Perry County,"Perry, AR",5882,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6481,0.6481
Total,County,5107,Phillips County,"Phillips, AR",10759,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7060,0.0703
Total,County,5107,Phillips County,"Phillips, AR",10759,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.2621,0.0703
Total,County,5109,Pike County,"Pike, AR",6609,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9844,0.9844
Total,County,5109,Pike County,"Pike, AR",6609,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9844,0.9844
Total,County,5111,Poinsett County,"Poinsett, AR",9218,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9640,0.5483
Total,County,5111,Poinsett County,"Poinsett, AR",9218,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9635,0.5478
Total,County,5113,Polk County,"Polk, AR",11927,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5356,0.5280
Total,County,5113,Polk County,"Polk, AR",11927,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5356,0.5280
Total,County,5115,Pope County,"Pope, AR",31334,R,Any Technology,1.0000,1.0000,1.0000,0.9998,0.7570,0.4841
Total,County,5115,Pope County,"Pope, AR",31334,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.5049,0.4513
Total,County,5117,Prairie County,"Prairie, AR",5277,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9894,0.9892
Total,County,5117,Prairie County,"Prairie, AR",5277,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9540,0.9534
Total,County,5119,Pulaski County,"Pulaski, AR",231958,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9630,0.7542
Total,County,5119,Pulaski County,"Pulaski, AR",231958,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9486,0.7333
Total,County,5121,Randolph County,"Randolph, AR",10814,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8465,0.7803
Total,County,5121,Randolph County,"Randolph, AR",10814,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4248,0.3865
Total,County,5123,St. Francis County,"St. Francis, AR",11844,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9448,0.5194
Total,County,5123,St. Francis County,"St. Francis, AR",11844,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8898,0.5590
Total,County,5125,Saline County,"Saline, AR",59056,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9339,0.6633
Total,County,5125,Saline County,"Saline, AR",59056,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8116,0.4923
Total,County,5127,Scott County,"Scott, AR",6225,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3499,0.2308
Total,County,5127,Scott County,"Scott, AR",6225,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.2334,0.1788
Total,County,5129,Searcy County,"Searcy, AR",6025,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7520,0.7520
Total,County,5129,Searcy County,"Searcy, AR",6025,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7519,0.7519
Total,County,5131,Sebastian County,"Sebastian, AR",65224,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9449,0.6156
Total,County,5131,Sebastian County,"Sebastian, AR",65224,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6150,0.5670
Total,County,5133,Sevier County,"Sevier, AR",8309,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8604,0.8604
Total,County,5133,Sevier County,"Sevier, AR",8309,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8604,0.8604
Total,County,5135,Sharp County,"Sharp, AR",11657,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8839,0.5477
Total,County,5135,Sharp County,"Sharp, AR",11657,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8419,0.5061
Total,County,5137,Stone County,"Stone, AR",7960,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3371,0.3371
Total,County,5137,Stone County,"Stone, AR",7960,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3309,0.3309
Total,County,5139,Union County,"Union, AR",22982,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6326,0.0115
Total,County,5139,Union County,"Union, AR",22982,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.2634,0.1637
Total,County,5141,Van Buren County,"Van Buren, AR",11292,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9851,0.9851
Total,County,5141,Van Buren County,"Van Buren, AR",11292,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9834,0.9834
Total,County,5143,Washington County,"Washington, AR",122272,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9630,0.7894
Total,County,5143,Washington County,"Washington, AR",122272,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9088,0.8880
Total,County,5145,White County,"White, AR",38589,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8972,0.8646
Total,County,5145,White County,"White, AR",38589,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8166,0.7826
Total,County,5147,Woodruff County,"Woodruff, AR",4419,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9253,0.9233
Total,County,5147,Woodruff County,"Woodruff, AR",4419,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8728,0.8710
Total,County,5149,Yell County,"Yell, AR",11074,R,Any Technology,1.0000,1.0000,1.0000,0.9998,0.6865,0.6606
Total,County,5149,Yell County,"Yell, AR",11074,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.6664,0.6512
Total,County,6001,Alameda County,"Alameda, CA",697850,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9972,0.8700
Total,County,6001,Alameda County,"Alameda, CA",697850,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9976,0.8132
Total,County,6003,Alpine County,"Alpine, CA",1578,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.0006,0.0000
Total,County,6003,Alpine County,"Alpine, CA",1578,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.0006,0.0000
Total,County,6005,Amador County,"Amador, CA",22311,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.2548,0.0000
Total,County,6005,Amador County,"Amador, CA",22311,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.2627,0.0236
Total,County,6007,Butte County,"Butte, CA",104078,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8495,0.2272
Total,County,6007,Butte County,"Butte, CA",104078,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8504,0.2276
Total,County,6009,Calaveras County,"Calaveras, CA",31855,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6501,0.0678
Total,County,6009,Calaveras County,"Calaveras, CA",31855,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6524,0.0763
Total,County,6011,Colusa County,"Colusa, CA",10308,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4635,0.3095
Total,County,6011,Colusa County,"Colusa, CA",10308,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4707,0.3274
Total,County,6013,Contra Costa County,"Contra Costa, CA",468070,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9923,0.7740
